Freq.	V(n001)/I(Iin2)
4.26579518801614e+07	(4.09412169907181e+01dB,4.51210036952343e+01°)
4.31519076827787e+07	(4.10070035327427e+01dB,4.48691180370080e+01°)
4.36515832240188e+07	(4.10729140390391e+01dB,4.46158568722300e+01°)
4.41570447353335e+07	(4.11389563472798e+01dB,4.43611400265187e+01°)
4.46683592150985e+07	(4.12051381657452e+01dB,4.41048844019207e+01°)
4.51855944374945e+07	(4.12714670615983e+01dB,4.38470039447426e+01°)
4.57088189614898e+07	(4.13379504488818e+01dB,4.35874096135614e+01°)
4.62381021399284e+07	(4.14045955762243e+01dB,4.33260093473892e+01°)
4.67735141287222e+07	(4.14714095142365e+01dB,4.30627080339569e+01°)
4.73151258961504e+07	(4.15383991425821e+01dB,4.27974074780971e+01°)
4.78630092322662e+07	(4.16055711367021e+01dB,4.25300063702016e+01°)
4.84172367584124e+07	(4.16729319541703e+01dB,4.22604002547370e+01°)
4.89778819368471e+07	(4.17404878206589e+01dB,4.19884814988107e+01°)
4.95450190804815e+07	(4.18082447154860e+01dB,4.17141392607783e+01°)
5.01187233627298e+07	(4.18762083567198e+01dB,4.14372594589006e+01°)
5.06990708274730e+07	(4.19443841858094e+01dB,4.11577247400601e+01°)
5.12861383991391e+07	(4.20127773517100e+01dB,4.08754144485598e+01°)
5.18800038928987e+07	(4.20813926944707e+01dB,4.05902045950410e+01°)
5.24807460249799e+07	(4.21502347282472e+01dB,4.03019678255623e+01°)
5.30884444231015e+07	(4.22193076237029e+01dB,4.00105733909062e+01°)
5.37031796370280e+07	(4.22886151897569e+01dB,3.97158871161872e+01°)
5.43250331492461e+07	(4.23581608546379e+01dB,3.94177713708576e+01°)
5.49540873857653e+07	(4.24279476461973e+01dB,3.91160850392261e+01°)
5.55904257270432e+07	(4.24979781714366e+01dB,3.88106834916253e+01°)
5.62341325190378e+07	(4.25682545951972e+01dB,3.85014185563872e+01°)
5.68852930843871e+07	(4.26387786179640e+01dB,3.81881384928149e+01°)
5.75439937337186e+07	(4.27095514527260e+01dB,3.78706879653652e+01°)
5.82103217770901e+07	(4.27805738008404e+01dB,3.75489080192851e+01°)
5.88843655355619e+07	(4.28518458268411e+01dB,3.72226360579874e+01°)
5.95662143529041e+07	(4.29233671321320e+01dB,3.68917058224778e+01°)
6.02559586074389e+07	(4.29951367275039e+01dB,3.65559473731941e+01°)
6.09536897240201e+07	(4.30671530044122e+01dB,3.62151870746565e+01°)
6.16595001861514e+07	(4.31394137049499e+01dB,3.58692475833762e+01°)
6.23734835482452e+07	(4.32119158904527e+01dB,3.55179478395239e+01°)
6.30957344480226e+07	(4.32846559086681e+01dB,3.51611030629063e+01°)
6.38263486190582e+07	(4.33576293594246e+01dB,3.47985247538684e+01°)
6.45654229034689e+07	(4.34308310587328e+01dB,3.44300206997915e+01°)
6.53130552647506e+07	(4.35042550012554e+01dB,3.40553949879310e+01°)
6.60693448007630e+07	(4.35778943210812e+01dB,3.36744480254097e+01°)
6.68343917568650e+07	(4.36517412507419e+01dB,3.32869765672552e+01°)
6.76082975392017e+07	(4.37257870784137e+01dB,3.28927737534549e+01°)
6.83911647281465e+07	(4.38000221032480e+01dB,3.24916291560872e+01°)
6.91830970918973e+07	(4.38744355887833e+01dB,3.20833288376777e+01°)
6.99841996002310e+07	(4.39490157143933e+01dB,3.16676554220268e+01°)
7.07945784384175e+07	(4.40237495247369e+01dB,3.12443881788531e+01°)
7.16143410212940e+07	(4.40986228771831e+01dB,3.08133031237039e+01°)
7.24435960075028e+07	(4.41736203871942e+01dB,3.03741731346905e+01°)
7.32824533138943e+07	(4.42487253716665e+01dB,2.99267680877212e+01°)
7.41310241300956e+07	(4.43239197902376e+01dB,2.94708550120154e+01°)
7.49894209332495e+07	(4.43991841845923e+01dB,2.90061982678051e+01°)
7.58577575029224e+07	(4.44744976158128e+01dB,2.85325597482442e+01°)
7.67361489361859e+07	(4.45498375998471e+01dB,2.80496991076644e+01°)
7.76247116628733e+07	(4.46251800411906e+01dB,2.75573740184371e+01°)
7.85235634610113e+07	(4.47004991649065e+01dB,2.70553404588095e+01°)
7.94328234724323e+07	(4.47757674471426e+01dB,2.65433530341952e+01°)
8.03526122185660e+07	(4.48509555443385e+01dB,2.60211653344966e+01°)
8.12830516164142e+07	(4.49260322213559e+01dB,2.54885303301302e+01°)
8.22242649947115e+07	(4.50009642788089e+01dB,2.49452008094990e+01°)
8.31763771102715e+07	(4.50757164799213e+01dB,2.43909298607174e+01°)
8.41395141645240e+07	(4.51502514772881e+01dB,2.38254714004302e+01°)
8.51138038202422e+07	(4.52245297399782e+01dB,2.32485807525803e+01°)
8.60993752184646e+07	(4.52985094814748e+01dB,2.26600152799590e+01°)
8.70963589956127e+07	(4.53721465890186e+01dB,2.20595350713163e+01°)
8.81048873008061e+07	(4.54453945549896e+01dB,2.14469036867115e+01°)
8.91250938133793e+07	(4.55182044110354e+01dB,2.08218889636326e+01°)
9.01571137606005e+07	(4.55905246657362e+01dB,2.01842638862112e+01°)
9.12010839355958e+07	(4.56623012466763e+01dB,1.95338075195885e+01°)
9.22571427154812e+07	(4.57334774478757e+01dB,1.88703060111500e+01°)
9.33254300797041e+07	(4.58039938836215e+01dB,1.81935536599235e+01°)
9.44060876285974e+07	(4.58737884498239e+01dB,1.75033540549352e+01°)
9.54992586021487e+07	(4.59427962941056e+01dB,1.67995212827131e+01°)
9.66050878989865e+07	(4.60109497959140e+01dB,1.60818812034291e+01°)
9.77237220955863e+07	(4.60781785580236e+01dB,1.53502727943648e+01°)
9.88553094656992e+07	(4.61444094108599e+01dB,1.46045495584642e+01°)
1.00000000000000e+08	(4.62095664311405e+01dB,1.38445809947105e+01°)
