,combo,TF,param,type,denom order,numer order,numer facator count,denom factor count,numer factor degrees,denom factor degrees,max denom degree,max numer degree,k,numer factors,denom factors
2291,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), R_4, R_5/(C_5*R_5*s + 1), R_6/(C_6*R_6*s + 1))",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{4} R_{5} R_{6} s^{3} + C_{3} R_{4} R_{6} + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{2} R_{4} R_{6} + C_{1} C_{3} C_{5} R_{1} R_{4} R_{5} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{4} R_{5} R_{6}\right) + s \left(C_{1} C_{3} R_{1} R_{4} R_{6} + C_{2} C_{3} R_{2} R_{4} R_{6} + C_{3} C_{5} R_{4} R_{5} R_{6}\right)}{- C_{1} R_{4} + C_{1} R_{5} + s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{4} R_{5} R_{6} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{4} R_{5} R_{6} - C_{1} C_{2} C_{5} C_{6} R_{2} R_{4} R_{5} R_{6}\right) + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{4} R_{5} + C_{1} C_{2} C_{3} R_{2} R_{4} R_{5} - C_{1} C_{2} C_{5} R_{2} R_{4} R_{5} - C_{1} C_{2} C_{6} R_{2} R_{4} R_{6} + C_{1} C_{2} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{2} C_{6} R_{4} R_{5} R_{6} + C_{1} C_{3} C_{6} R_{4} R_{5} R_{6} - C_{1} C_{5} C_{6} R_{4} R_{5} R_{6} + C_{2} C_{3} C_{6} R_{4} R_{5} R_{6}\right) + s \left(- C_{1} C_{2} R_{2} R_{4} + C_{1} C_{2} R_{2} R_{5} + C_{1} C_{2} R_{4} R_{5} + C_{1} C_{3} R_{4} R_{5} - C_{1} C_{5} R_{4} R_{5} - C_{1} C_{6} R_{4} R_{6} + C_{1} C_{6} R_{5} R_{6} + C_{2} C_{3} R_{4} R_{5}\right)},,X-INVALID-ORDER,3,3,3,2,"[1, 1, 1]","[1, 2]",2,1,C_1*C_2*C_3*C_6*R_4**2*R_5*R_6**2*(C_3*R_1 + C_3*R_2 - C_5*R_2)/(C_1*C_2*C_3*C_6*R_1*R_4*R_5*R_6 + C_1*C_2*C_3*C_6*R_2*R_4*R_5*R_6 - C_1*C_2*C_5*C_6*R_2*R_4*R_5*R_6),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_5*R_5), s, domain='ZZ(C_5,R_5)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**2 + (-C_1*C_2*R_2*R_4 + C_1*C_2*R_2*R_5 + C_1*C_2*R_4*R_5 + C_1*C_3*R_4*R_5 - C_1*C_5*R_4*R_5 + C_2*C_3*R_4*R_5)/(C_1*C_2*C_3*R_1*R_4*R_5 + C_1*C_2*C_3*R_2*R_4*R_5 - C_1*C_2*C_5*R_2*R_4*R_5)*s + (-R_4 + R_5)/(C_2*C_3*R_1*R_4*R_5 + C_2*C_3*R_2*R_4*R_5 - C_2*C_5*R_2*R_4*R_5), s, domain='ZZ(C_1,C_2,C_3,C_5,R_1,R_2,R_4,R_5)')]"
2292,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), R_5, 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} R_{1} R_{2} s^{2} + C_{3} + s \left(C_{1} C_{3} R_{1} + C_{2} C_{3} R_{2}\right)}{- C_{1} C_{6} s + s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{5} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{5} + C_{1} C_{2} C_{4} C_{6} R_{2} R_{5}\right) + s^{2} \left(- C_{1} C_{2} C_{6} R_{2} + C_{1} C_{2} C_{6} R_{5} + C_{1} C_{3} C_{6} R_{5} + C_{1} C_{4} C_{6} R_{5} + C_{2} C_{3} C_{6} R_{5}\right)},,X-INVALID-ORDER,3,2,2,2,"[1, 1]","[1, 2]",2,1,C_1*C_2*C_3*R_5*(C_3*R_1 + C_3*R_2 + C_4*R_2)/(C_1*C_2*C_3*C_6*R_1*R_5 + C_1*C_2*C_3*C_6*R_2*R_5 + C_1*C_2*C_4*C_6*R_2*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s, s, domain='ZZ'), Poly(s**2 + (-C_1*C_2*R_2 + C_1*C_2*R_5 + C_1*C_3*R_5 + C_1*C_4*R_5 + C_2*C_3*R_5)/(C_1*C_2*C_3*R_1*R_5 + C_1*C_2*C_3*R_2*R_5 + C_1*C_2*C_4*R_2*R_5)*s - 1/(C_2*C_3*R_1*R_5 + C_2*C_3*R_2*R_5 + C_2*C_4*R_2*R_5), s, domain='ZZ(C_1,C_2,C_3,C_4,R_1,R_2,R_5)')]"
2293,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), R_5, R_6 + 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{6} R_{1} R_{2} R_{6} s^{3} + C_{3} + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{2} + C_{1} C_{3} C_{6} R_{1} R_{6} + C_{2} C_{3} C_{6} R_{2} R_{6}\right) + s \left(C_{1} C_{3} R_{1} + C_{2} C_{3} R_{2} + C_{3} C_{6} R_{6}\right)}{- C_{1} C_{6} s + s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{5} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{5} + C_{1} C_{2} C_{4} C_{6} R_{2} R_{5}\right) + s^{2} \left(- C_{1} C_{2} C_{6} R_{2} + C_{1} C_{2} C_{6} R_{5} + C_{1} C_{3} C_{6} R_{5} + C_{1} C_{4} C_{6} R_{5} + C_{2} C_{3} C_{6} R_{5}\right)},,X-INVALID-ORDER,3,3,3,2,"[1, 1, 1]","[1, 2]",2,1,C_1*C_2*C_3*R_5*(C_3*R_1 + C_3*R_2 + C_4*R_2)/(C_1*C_2*C_3*C_6*R_1*R_5 + C_1*C_2*C_3*C_6*R_2*R_5 + C_1*C_2*C_4*C_6*R_2*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)')]","[Poly(s, s, domain='ZZ'), Poly(s**2 + (-C_1*C_2*R_2 + C_1*C_2*R_5 + C_1*C_3*R_5 + C_1*C_4*R_5 + C_2*C_3*R_5)/(C_1*C_2*C_3*R_1*R_5 + C_1*C_2*C_3*R_2*R_5 + C_1*C_2*C_4*R_2*R_5)*s - 1/(C_2*C_3*R_1*R_5 + C_2*C_3*R_2*R_5 + C_2*C_4*R_2*R_5), s, domain='ZZ(C_1,C_2,C_3,C_4,R_1,R_2,R_5)')]"
2294,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), R_5, R_6/(C_6*R_6*s + 1))",\frac{C_{1} C_{2} C_{3} R_{1} R_{2} R_{6} s^{2} + C_{3} R_{6} + s \left(C_{1} C_{3} R_{1} R_{6} + C_{2} C_{3} R_{2} R_{6}\right)}{- C_{1} + s^{3} \left(C_{1} C_{2} C_{3} C_{6} R_{1} R_{5} R_{6} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{2} C_{4} C_{6} R_{2} R_{5} R_{6}\right) + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{5} + C_{1} C_{2} C_{3} R_{2} R_{5} + C_{1} C_{2} C_{4} R_{2} R_{5} - C_{1} C_{2} C_{6} R_{2} R_{6} + C_{1} C_{2} C_{6} R_{5} R_{6} + C_{1} C_{3} C_{6} R_{5} R_{6} + C_{1} C_{4} C_{6} R_{5} R_{6} + C_{2} C_{3} C_{6} R_{5} R_{6}\right) + s \left(- C_{1} C_{2} R_{2} + C_{1} C_{2} R_{5} + C_{1} C_{3} R_{5} + C_{1} C_{4} R_{5} - C_{1} C_{6} R_{6} + C_{2} C_{3} R_{5}\right)},,X-INVALID-ORDER,3,2,2,2,"[1, 1]","[1, 2]",2,1,C_1*C_2*C_3*C_6*R_5*R_6**2*(C_3*R_1 + C_3*R_2 + C_4*R_2)/(C_1*C_2*C_3*C_6*R_1*R_5*R_6 + C_1*C_2*C_3*C_6*R_2*R_5*R_6 + C_1*C_2*C_4*C_6*R_2*R_5*R_6),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**2 + (-C_1*C_2*R_2 + C_1*C_2*R_5 + C_1*C_3*R_5 + C_1*C_4*R_5 + C_2*C_3*R_5)/(C_1*C_2*C_3*R_1*R_5 + C_1*C_2*C_3*R_2*R_5 + C_1*C_2*C_4*R_2*R_5)*s - 1/(C_2*C_3*R_1*R_5 + C_2*C_3*R_2*R_5 + C_2*C_4*R_2*R_5), s, domain='ZZ(C_1,C_2,C_3,C_4,R_1,R_2,R_5)')]"
2295,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), 1/(C_5*s), R_6)",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{6} s^{2} + C_{3} C_{5} R_{6} + s \left(C_{1} C_{3} C_{5} R_{1} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{6}\right)}{C_{1} C_{2} + C_{1} C_{3} + C_{1} C_{4} - C_{1} C_{5} + C_{2} C_{3} + s \left(C_{1} C_{2} C_{3} R_{1} + C_{1} C_{2} C_{3} R_{2} + C_{1} C_{2} C_{4} R_{2} - C_{1} C_{2} C_{5} R_{2}\right)},,X-INVALID-ORDER,1,2,2,1,"[1, 1]",[1],1,1,C_1*C_2*C_3*C_5*R_6*(C_3*R_1 + C_3*R_2 + C_4*R_2 - C_5*R_2)/(C_1*C_2*C_3*R_1 + C_1*C_2*C_3*R_2 + C_1*C_2*C_4*R_2 - C_1*C_2*C_5*R_2),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s + (C_1*C_2 + C_1*C_3 + C_1*C_4 - C_1*C_5 + C_2*C_3)/(C_1*C_2*C_3*R_1 + C_1*C_2*C_3*R_2 + C_1*C_2*C_4*R_2 - C_1*C_2*C_5*R_2), s, domain='ZZ(C_1,C_2,C_3,C_4,C_5,R_1,R_2)')]"
2296,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), 1/(C_5*s), 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} s^{2} + C_{3} C_{5} + s \left(C_{1} C_{3} C_{5} R_{1} + C_{2} C_{3} C_{5} R_{2}\right)}{s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{1} + C_{1} C_{2} C_{3} C_{6} R_{2} + C_{1} C_{2} C_{4} C_{6} R_{2} - C_{1} C_{2} C_{5} C_{6} R_{2}\right) + s \left(C_{1} C_{2} C_{6} + C_{1} C_{3} C_{6} + C_{1} C_{4} C_{6} - C_{1} C_{5} C_{6} + C_{2} C_{3} C_{6}\right)},,X-INVALID-ORDER,2,2,2,2,"[1, 1]","[1, 1]",1,1,C_1*C_2*C_3*C_5*(C_3*R_1 + C_3*R_2 + C_4*R_2 - C_5*R_2)/(C_1*C_2*C_3*C_6*R_1 + C_1*C_2*C_3*C_6*R_2 + C_1*C_2*C_4*C_6*R_2 - C_1*C_2*C_5*C_6*R_2),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s, s, domain='ZZ'), Poly(s + (C_1*C_2 + C_1*C_3 + C_1*C_4 - C_1*C_5 + C_2*C_3)/(C_1*C_2*C_3*R_1 + C_1*C_2*C_3*R_2 + C_1*C_2*C_4*R_2 - C_1*C_2*C_5*R_2), s, domain='ZZ(C_1,C_2,C_3,C_4,C_5,R_1,R_2)')]"
2297,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), 1/(C_5*s), R_6 + 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{2} R_{6} s^{3} + C_{3} C_{5} + s^{2} \left(C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} + C_{1} C_{3} C_{5} C_{6} R_{1} R_{6} + C_{2} C_{3} C_{5} C_{6} R_{2} R_{6}\right) + s \left(C_{1} C_{3} C_{5} R_{1} + C_{2} C_{3} C_{5} R_{2} + C_{3} C_{5} C_{6} R_{6}\right)}{s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{1} + C_{1} C_{2} C_{3} C_{6} R_{2} + C_{1} C_{2} C_{4} C_{6} R_{2} - C_{1} C_{2} C_{5} C_{6} R_{2}\right) + s \left(C_{1} C_{2} C_{6} + C_{1} C_{3} C_{6} + C_{1} C_{4} C_{6} - C_{1} C_{5} C_{6} + C_{2} C_{3} C_{6}\right)},,X-INVALID-ORDER,2,3,3,2,"[1, 1, 1]","[1, 1]",1,1,C_1*C_2*C_3*C_5*(C_3*R_1 + C_3*R_2 + C_4*R_2 - C_5*R_2)/(C_1*C_2*C_3*C_6*R_1 + C_1*C_2*C_3*C_6*R_2 + C_1*C_2*C_4*C_6*R_2 - C_1*C_2*C_5*C_6*R_2),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)')]","[Poly(s, s, domain='ZZ'), Poly(s + (C_1*C_2 + C_1*C_3 + C_1*C_4 - C_1*C_5 + C_2*C_3)/(C_1*C_2*C_3*R_1 + C_1*C_2*C_3*R_2 + C_1*C_2*C_4*R_2 - C_1*C_2*C_5*R_2), s, domain='ZZ(C_1,C_2,C_3,C_4,C_5,R_1,R_2)')]"
2298,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), R_5 + 1/(C_5*s), 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} s^{2} + C_{3} C_{5} + s \left(C_{1} C_{3} C_{5} R_{1} + C_{2} C_{3} C_{5} R_{2}\right)}{s^{3} \left(C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{5} + C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{2} C_{4} C_{5} C_{6} R_{2} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{1} + C_{1} C_{2} C_{3} C_{6} R_{2} + C_{1} C_{2} C_{4} C_{6} R_{2} - C_{1} C_{2} C_{5} C_{6} R_{2} + C_{1} C_{2} C_{5} C_{6} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{5} + C_{1} C_{4} C_{5} C_{6} R_{5} + C_{2} C_{3} C_{5} C_{6} R_{5}\right) + s \left(C_{1} C_{2} C_{6} + C_{1} C_{3} C_{6} + C_{1} C_{4} C_{6} - C_{1} C_{5} C_{6} + C_{2} C_{3} C_{6}\right)},,X-INVALID-ORDER,3,2,2,2,"[1, 1]","[1, 2]",2,1,C_1*C_2*C_3*C_5**2*R_5*(C_3*R_1 + C_3*R_2 + C_4*R_2)/(C_1*C_2*C_3*C_5*C_6*R_1*R_5 + C_1*C_2*C_3*C_5*C_6*R_2*R_5 + C_1*C_2*C_4*C_5*C_6*R_2*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s, s, domain='ZZ'), Poly(s**2 + (C_1*C_2*C_3*R_1 + C_1*C_2*C_3*R_2 + C_1*C_2*C_4*R_2 - C_1*C_2*C_5*R_2 + C_1*C_2*C_5*R_5 + C_1*C_3*C_5*R_5 + C_1*C_4*C_5*R_5 + C_2*C_3*C_5*R_5)/(C_1*C_2*C_3*C_5*R_1*R_5 + C_1*C_2*C_3*C_5*R_2*R_5 + C_1*C_2*C_4*C_5*R_2*R_5)*s + (C_1*C_2 + C_1*C_3 + C_1*C_4 - C_1*C_5 + C_2*C_3)/(C_1*C_2*C_3*C_5*R_1*R_5 + C_1*C_2*C_3*C_5*R_2*R_5 + C_1*C_2*C_4*C_5*R_2*R_5), s, domain='ZZ(C_1,C_2,C_3,C_4,C_5,R_1,R_2,R_5)')]"
2299,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), R_5 + 1/(C_5*s), R_6 + 1/(C_6*s))",\frac{C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{2} R_{6} s^{3} + C_{3} C_{5} + s^{2} \left(C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} + C_{1} C_{3} C_{5} C_{6} R_{1} R_{6} + C_{2} C_{3} C_{5} C_{6} R_{2} R_{6}\right) + s \left(C_{1} C_{3} C_{5} R_{1} + C_{2} C_{3} C_{5} R_{2} + C_{3} C_{5} C_{6} R_{6}\right)}{s^{3} \left(C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{5} + C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{5} + C_{1} C_{2} C_{4} C_{5} C_{6} R_{2} R_{5}\right) + s^{2} \left(C_{1} C_{2} C_{3} C_{6} R_{1} + C_{1} C_{2} C_{3} C_{6} R_{2} + C_{1} C_{2} C_{4} C_{6} R_{2} - C_{1} C_{2} C_{5} C_{6} R_{2} + C_{1} C_{2} C_{5} C_{6} R_{5} + C_{1} C_{3} C_{5} C_{6} R_{5} + C_{1} C_{4} C_{5} C_{6} R_{5} + C_{2} C_{3} C_{5} C_{6} R_{5}\right) + s \left(C_{1} C_{2} C_{6} + C_{1} C_{3} C_{6} + C_{1} C_{4} C_{6} - C_{1} C_{5} C_{6} + C_{2} C_{3} C_{6}\right)},,X-INVALID-ORDER,3,3,3,2,"[1, 1, 1]","[1, 2]",2,1,C_1*C_2*C_3*C_5**2*R_5*(C_3*R_1 + C_3*R_2 + C_4*R_2)/(C_1*C_2*C_3*C_5*C_6*R_1*R_5 + C_1*C_2*C_3*C_5*C_6*R_2*R_5 + C_1*C_2*C_4*C_5*C_6*R_2*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)')]","[Poly(s, s, domain='ZZ'), Poly(s**2 + (C_1*C_2*C_3*R_1 + C_1*C_2*C_3*R_2 + C_1*C_2*C_4*R_2 - C_1*C_2*C_5*R_2 + C_1*C_2*C_5*R_5 + C_1*C_3*C_5*R_5 + C_1*C_4*C_5*R_5 + C_2*C_3*C_5*R_5)/(C_1*C_2*C_3*C_5*R_1*R_5 + C_1*C_2*C_3*C_5*R_2*R_5 + C_1*C_2*C_4*C_5*R_2*R_5)*s + (C_1*C_2 + C_1*C_3 + C_1*C_4 - C_1*C_5 + C_2*C_3)/(C_1*C_2*C_3*C_5*R_1*R_5 + C_1*C_2*C_3*C_5*R_2*R_5 + C_1*C_2*C_4*C_5*R_2*R_5), s, domain='ZZ(C_1,C_2,C_3,C_4,C_5,R_1,R_2,R_5)')]"
2300,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), R_5 + 1/(C_5*s), R_6/(C_6*R_6*s + 1))",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{6} s^{2} + C_{3} C_{5} R_{6} + s \left(C_{1} C_{3} C_{5} R_{1} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{6}\right)}{C_{1} C_{2} + C_{1} C_{3} + C_{1} C_{4} - C_{1} C_{5} + C_{2} C_{3} + s^{3} \left(C_{1} C_{2} C_{3} C_{5} C_{6} R_{1} R_{5} R_{6} + C_{1} C_{2} C_{3} C_{5} C_{6} R_{2} R_{5} R_{6} + C_{1} C_{2} C_{4} C_{5} C_{6} R_{2} R_{5} R_{6}\right) + s^{2} \left(C_{1} C_{2} C_{3} C_{5} R_{1} R_{5} + C_{1} C_{2} C_{3} C_{5} R_{2} R_{5} + C_{1} C_{2} C_{3} C_{6} R_{1} R_{6} + C_{1} C_{2} C_{3} C_{6} R_{2} R_{6} + C_{1} C_{2} C_{4} C_{5} R_{2} R_{5} + C_{1} C_{2} C_{4} C_{6} R_{2} R_{6} - C_{1} C_{2} C_{5} C_{6} R_{2} R_{6} + C_{1} C_{2} C_{5} C_{6} R_{5} R_{6} + C_{1} C_{3} C_{5} C_{6} R_{5} R_{6} + C_{1} C_{4} C_{5} C_{6} R_{5} R_{6} + C_{2} C_{3} C_{5} C_{6} R_{5} R_{6}\right) + s \left(C_{1} C_{2} C_{3} R_{1} + C_{1} C_{2} C_{3} R_{2} + C_{1} C_{2} C_{4} R_{2} - C_{1} C_{2} C_{5} R_{2} + C_{1} C_{2} C_{5} R_{5} + C_{1} C_{2} C_{6} R_{6} + C_{1} C_{3} C_{5} R_{5} + C_{1} C_{3} C_{6} R_{6} + C_{1} C_{4} C_{5} R_{5} + C_{1} C_{4} C_{6} R_{6} - C_{1} C_{5} C_{6} R_{6} + C_{2} C_{3} C_{5} R_{5} + C_{2} C_{3} C_{6} R_{6}\right)},,X-INVALID-ORDER,3,2,2,2,"[1, 1]","[1, 2]",2,1,C_1*C_2*C_3*C_5**2*C_6*R_5*R_6**2*(C_3*R_1 + C_3*R_2 + C_4*R_2)/(C_1*C_2*C_3*C_5*C_6*R_1*R_5*R_6 + C_1*C_2*C_3*C_5*C_6*R_2*R_5*R_6 + C_1*C_2*C_4*C_5*C_6*R_2*R_5*R_6),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)')]","[Poly(s + 1/(C_6*R_6), s, domain='ZZ(C_6,R_6)'), Poly(s**2 + (C_1*C_2*C_3*R_1 + C_1*C_2*C_3*R_2 + C_1*C_2*C_4*R_2 - C_1*C_2*C_5*R_2 + C_1*C_2*C_5*R_5 + C_1*C_3*C_5*R_5 + C_1*C_4*C_5*R_5 + C_2*C_3*C_5*R_5)/(C_1*C_2*C_3*C_5*R_1*R_5 + C_1*C_2*C_3*C_5*R_2*R_5 + C_1*C_2*C_4*C_5*R_2*R_5)*s + (C_1*C_2 + C_1*C_3 + C_1*C_4 - C_1*C_5 + C_2*C_3)/(C_1*C_2*C_3*C_5*R_1*R_5 + C_1*C_2*C_3*C_5*R_2*R_5 + C_1*C_2*C_4*C_5*R_2*R_5), s, domain='ZZ(C_1,C_2,C_3,C_4,C_5,R_1,R_2,R_5)')]"
2301,"(R_1 + 1/(C_1*s), R_2 + 1/(C_2*s), 1/(C_3*s), 1/(C_4*s), R_5/(C_5*R_5*s + 1), R_6)",\frac{C_{1} C_{2} C_{3} C_{5} R_{1} R_{2} R_{5} R_{6} s^{3} + C_{3} R_{6} + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{2} R_{6} + C_{1} C_{3} C_{5} R_{1} R_{5} R_{6} + C_{2} C_{3} C_{5} R_{2} R_{5} R_{6}\right) + s \left(C_{1} C_{3} R_{1} R_{6} + C_{2} C_{3} R_{2} R_{6} + C_{3} C_{5} R_{5} R_{6}\right)}{- C_{1} + s^{2} \left(C_{1} C_{2} C_{3} R_{1} R_{5} + C_{1} C_{2} C_{3} R_{2} R_{5} + C_{1} C_{2} C_{4} R_{2} R_{5} - C_{1} C_{2} C_{5} R_{2} R_{5}\right) + s \left(- C_{1} C_{2} R_{2} + C_{1} C_{2} R_{5} + C_{1} C_{3} R_{5} + C_{1} C_{4} R_{5} - C_{1} C_{5} R_{5} + C_{2} C_{3} R_{5}\right)},,X-INVALID-ORDER,2,3,3,1,"[1, 1, 1]",[2],2,1,C_1*C_2*C_3*R_5*R_6*(C_3*R_1 + C_3*R_2 + C_4*R_2 - C_5*R_2)/(C_1*C_2*C_3*R_1*R_5 + C_1*C_2*C_3*R_2*R_5 + C_1*C_2*C_4*R_2*R_5 - C_1*C_2*C_5*R_2*R_5),"[Poly(s + 1/(C_1*R_1), s, domain='ZZ(C_1,R_1)'), Poly(s + 1/(C_2*R_2), s, domain='ZZ(C_2,R_2)'), Poly(s + 1/(C_5*R_5), s, domain='ZZ(C_5,R_5)')]","[Poly(s**2 + (-C_1*C_2*R_2 + C_1*C_2*R_5 + C_1*C_3*R_5 + C_1*C_4*R_5 - C_1*C_5*R_5 + C_2*C_3*R_5)/(C_1*C_2*C_3*R_1*R_5 + C_1*C_2*C_3*R_2*R_5 + C_1*C_2*C_4*R_2*R_5 - C_1*C_2*C_5*R_2*R_5)*s - 1/(C_2*C_3*R_1*R_5 + C_2*C_3*R_2*R_5 + C_2*C_4*R_2*R_5 - C_2*C_5*R_2*R_5), s, domain='ZZ(C_1,C_2,C_3,C_4,C_5,R_1,R_2,R_5)')]"
